Country,City,Month,Day,Year,AvgTemperature
US,Fresno,1,1,1995,7.388888888888887
US,Fresno,1,2,1995,5.999999999999998
US,Fresno,1,3,1995,9.444444444444445
US,Fresno,1,4,1995,9.555555555555555
US,Fresno,1,5,1995,10.111111111111112
US,Fresno,1,6,1995,7.11111111111111
US,Fresno,1,7,1995,12.22222222222222
US,Fresno,1,8,1995,11.166666666666666
US,Fresno,1,9,1995,14.833333333333334
US,Fresno,1,10,1995,15.22222222222222
US,Fresno,1,11,1995,12.055555555555555
US,Fresno,1,12,1995,12.833333333333334
US,Fresno,1,13,1995,14.944444444444445
US,Fresno,1,14,1995,15.666666666666666
US,Fresno,1,15,1995,11.11111111111111
US,Fresno,1,16,1995,8.555555555555555
US,Fresno,1,17,1995,6.500000000000002
US,Fresno,1,18,1995,6.666666666666667
US,Fresno,1,19,1995,6.555555555555554
US,Fresno,1,20,1995,8.555555555555555
US,Fresno,1,21,1995,9.72222222222222
US,Fresno,1,22,1995,10.666666666666668
US,Fresno,1,23,1995,11.333333333333334
US,Fresno,1,24,1995,11.61111111111111
US,Fresno,1,25,1995,11.11111111111111
US,Fresno,1,26,1995,10.055555555555555
US,Fresno,1,27,1995,11.833333333333332
US,Fresno,1,28,1995,12.388888888888888
US,Fresno,1,29,1995,11.333333333333334
US,Fresno,1,30,1995,11.277777777777777
US,Fresno,1,31,1995,12.666666666666664
US,Fresno,2,1,1995,11.11111111111111
US,Fresno,2,2,1995,11.666666666666666
US,Fresno,2,3,1995,12.055555555555555
US,Fresno,2,4,1995,11.166666666666666
US,Fresno,2,5,1995,9.944444444444445
US,Fresno,2,6,1995,10.555555555555555
US,Fresno,2,7,1995,11.166666666666666
US,Fresno,2,8,1995,12.27777777777778
US,Fresno,2,9,1995,10.666666666666668
US,Fresno,2,10,1995,10.555555555555555
US,Fresno,2,11,1995,9.888888888888888
US,Fresno,2,12,1995,11.833333333333332
US,Fresno,2,13,1995,10.944444444444446
US,Fresno,2,14,1995,9.833333333333336
US,Fresno,2,15,1995,9.055555555555554
US,Fresno,2,16,1995,9.444444444444445
US,Fresno,2,17,1995,9.77777777777778
US,Fresno,2,18,1995,10.88888888888889
US,Fresno,2,19,1995,11.944444444444445
US,Fresno,2,20,1995,12.833333333333334
US,Fresno,2,21,1995,14.22222222222222
US,Fresno,2,22,1995,12.27777777777778
US,Fresno,2,23,1995,12.444444444444445
US,Fresno,2,24,1995,12.944444444444445
US,Fresno,2,25,1995,13.444444444444446
US,Fresno,2,26,1995,13.61111111111111
US,Fresno,2,27,1995,13.88888888888889
US,Fresno,2,28,1995,14.88888888888889
US,Fresno,3,1,1995,13.722222222222223
US,Fresno,3,2,1995,13.722222222222223
US,Fresno,3,3,1995,14.555555555555555
US,Fresno,3,4,1995,11.61111111111111
US,Fresno,3,5,1995,12.833333333333334
US,Fresno,3,6,1995,11.72222222222222
US,Fresno,3,7,1995,11.38888888888889
US,Fresno,3,8,1995,13.0
US,Fresno,3,9,1995,14.61111111111111
US,Fresno,3,10,1995,15.0
US,Fresno,3,11,1995,13.11111111111111
US,Fresno,3,12,1995,13.833333333333334
US,Fresno,3,13,1995,15.11111111111111
US,Fresno,3,14,1995,16.833333333333332
US,Fresno,3,15,1995,15.88888888888889
US,Fresno,3,16,1995,13.833333333333334
US,Fresno,3,17,1995,14.944444444444445
US,Fresno,3,18,1995,15.444444444444445
US,Fresno,3,19,1995,14.055555555555554
US,Fresno,3,20,1995,15.27777777777778
