Country,City,Month,Day,Year,AvgTemperature
Cyprus,Nicosia,1,1,1995,-72.77777777777777
Cyprus,Nicosia,1,2,1995,-72.77777777777777
Cyprus,Nicosia,1,3,1995,-72.77777777777777
Cyprus,Nicosia,1,4,1995,-72.77777777777777
Cyprus,Nicosia,1,5,1995,-72.77777777777777
Cyprus,Nicosia,1,6,1995,-72.77777777777777
Cyprus,Nicosia,1,7,1995,-72.77777777777777
Cyprus,Nicosia,1,8,1995,-72.77777777777777
Cyprus,Nicosia,1,9,1995,12.72222222222222
Cyprus,Nicosia,1,10,1995,9.22222222222222
Cyprus,Nicosia,1,11,1995,10.666666666666668
Cyprus,Nicosia,1,12,1995,9.72222222222222
Cyprus,Nicosia,1,13,1995,12.833333333333334
Cyprus,Nicosia,1,14,1995,11.833333333333332
Cyprus,Nicosia,1,15,1995,11.38888888888889
Cyprus,Nicosia,1,16,1995,9.77777777777778
Cyprus,Nicosia,1,17,1995,9.000000000000002
Cyprus,Nicosia,1,18,1995,7.5
Cyprus,Nicosia,1,19,1995,7.944444444444443
Cyprus,Nicosia,1,20,1995,8.61111111111111
Cyprus,Nicosia,1,21,1995,7.666666666666665
Cyprus,Nicosia,1,22,1995,10.27777777777778
Cyprus,Nicosia,1,23,1995,10.333333333333334
Cyprus,Nicosia,1,24,1995,9.055555555555554
Cyprus,Nicosia,1,25,1995,10.61111111111111
Cyprus,Nicosia,1,26,1995,10.22222222222222
Cyprus,Nicosia,1,27,1995,9.888888888888888
Cyprus,Nicosia,1,28,1995,-72.77777777777777
Cyprus,Nicosia,1,29,1995,-72.77777777777777
Cyprus,Nicosia,1,30,1995,9.72222222222222
Cyprus,Nicosia,1,31,1995,10.166666666666664
Cyprus,Nicosia,2,1,1995,10.0
Cyprus,Nicosia,2,2,1995,12.27777777777778
Cyprus,Nicosia,2,3,1995,10.388888888888893
Cyprus,Nicosia,2,4,1995,8.833333333333334
Cyprus,Nicosia,2,5,1995,10.388888888888893
Cyprus,Nicosia,2,6,1995,8.61111111111111
Cyprus,Nicosia,2,7,1995,8.722222222222223
Cyprus,Nicosia,2,8,1995,9.333333333333332
Cyprus,Nicosia,2,9,1995,8.333333333333334
Cyprus,Nicosia,2,10,1995,10.5
Cyprus,Nicosia,2,11,1995,10.833333333333334
Cyprus,Nicosia,2,12,1995,11.055555555555555
Cyprus,Nicosia,2,13,1995,11.833333333333332
Cyprus,Nicosia,2,14,1995,12.77777777777778
Cyprus,Nicosia,2,15,1995,11.444444444444445
Cyprus,Nicosia,2,16,1995,9.38888888888889
Cyprus,Nicosia,2,17,1995,7.000000000000001
Cyprus,Nicosia,2,18,1995,12.77777777777778
Cyprus,Nicosia,2,19,1995,11.61111111111111
Cyprus,Nicosia,2,20,1995,11.11111111111111
Cyprus,Nicosia,2,21,1995,10.77777777777778
Cyprus,Nicosia,2,22,1995,11.555555555555554
Cyprus,Nicosia,2,23,1995,11.666666666666666
Cyprus,Nicosia,2,24,1995,9.000000000000002
Cyprus,Nicosia,2,25,1995,8.944444444444445
Cyprus,Nicosia,2,26,1995,15.166666666666666
Cyprus,Nicosia,2,27,1995,12.888888888888893
Cyprus,Nicosia,2,28,1995,11.444444444444445
Cyprus,Nicosia,3,1,1995,12.5
Cyprus,Nicosia,3,2,1995,14.77777777777778
Cyprus,Nicosia,3,3,1995,12.833333333333334
Cyprus,Nicosia,3,4,1995,15.72222222222222
Cyprus,Nicosia,3,5,1995,16.27777777777778
Cyprus,Nicosia,3,6,1995,15.27777777777778
Cyprus,Nicosia,3,7,1995,12.166666666666666
Cyprus,Nicosia,3,8,1995,12.166666666666666
Cyprus,Nicosia,3,9,1995,12.333333333333336
Cyprus,Nicosia,3,10,1995,10.88888888888889
Cyprus,Nicosia,3,11,1995,13.444444444444446
Cyprus,Nicosia,3,12,1995,12.555555555555555
Cyprus,Nicosia,3,13,1995,11.500000000000002
Cyprus,Nicosia,3,14,1995,12.666666666666664
Cyprus,Nicosia,3,15,1995,15.333333333333334
Cyprus,Nicosia,3,16,1995,10.833333333333334
Cyprus,Nicosia,3,17,1995,12.888888888888893
Cyprus,Nicosia,3,18,1995,11.833333333333332
Cyprus,Nicosia,3,19,1995,13.11111111111111
Cyprus,Nicosia,3,20,1995,14.22222222222222
Cyprus,Nicosia,3,21,1995,14.444444444444445
Cyprus,Nicosia,3,22,1995,16.833333333333332
Cyprus,Nicosia,3,23,1995,13.777777777777777
Cyprus,Nicosia,3,24,1995,9.833333333333336
Cyprus,Nicosia,3,25,1995,7.222222222222222
Cyprus,Nicosia,3,26,1995,10.333333333333334
Cyprus,Nicosia,3,27,1995,14.833333333333334
Cyprus,Nicosia,3,28,1995,13.333333333333334
Cyprus,Nicosia,3,29,1995,10.999999999999998
Cyprus,Nicosia,3,30,1995,13.333333333333334
Cyprus,Nicosia,3,31,1995,14.666666666666666
Cyprus,Nicosia,4,1,1995,15.61111111111111
Cyprus,Nicosia,4,2,1995,12.055555555555555
Cyprus,Nicosia,4,3,1995,10.61111111111111
Cyprus,Nicosia,4,4,1995,10.999999999999998
Cyprus,Nicosia,4,5,1995,12.833333333333334
Cyprus,Nicosia,4,6,1995,15.22222222222222
Cyprus,Nicosia,4,7,1995,17.72222222222222
Cyprus,Nicosia,4,8,1995,15.27777777777778
Cyprus,Nicosia,4,9,1995,16.72222222222222
Cyprus,Nicosia,4,10,1995,16.055555555555557
Cyprus,Nicosia,4,11,1995,10.72222222222222
Cyprus,Nicosia,4,12,1995,10.666666666666668
Cyprus,Nicosia,4,13,1995,13.11111111111111
Cyprus,Nicosia,4,14,1995,16.11111111111111
Cyprus,Nicosia,4,15,1995,14.055555555555554
Cyprus,Nicosia,4,16,1995,16.333333333333332
Cyprus,Nicosia,4,17,1995,18.61111111111111
Cyprus,Nicosia,4,18,1995,15.333333333333334
Cyprus,Nicosia,4,19,1995,15.333333333333334
Cyprus,Nicosia,4,20,1995,16.055555555555557
Cyprus,Nicosia,4,21,1995,13.61111111111111
Cyprus,Nicosia,4,22,1995,19.27777777777778
Cyprus,Nicosia,4,23,1995,20.55555555555556
Cyprus,Nicosia,4,24,1995,19.83333333333333
Cyprus,Nicosia,4,25,1995,19.88888888888889
Cyprus,Nicosia,4,26,1995,22.16666666666667
Cyprus,Nicosia,4,27,1995,21.55555555555556
Cyprus,Nicosia,4,28,1995,20.83333333333333
Cyprus,Nicosia,4,29,1995,19.88888888888889
Cyprus,Nicosia,4,30,1995,16.61111111111111
Cyprus,Nicosia,5,1,1995,20.72222222222222
Cyprus,Nicosia,5,2,1995,20.500000000000004
Cyprus,Nicosia,5,3,1995,18.111111111111107
Cyprus,Nicosia,5,4,1995,14.000000000000002
Cyprus,Nicosia,5,5,1995,15.22222222222222
Cyprus,Nicosia,5,6,1995,13.833333333333334
Cyprus,Nicosia,5,7,1995,15.0
Cyprus,Nicosia,5,8,1995,16.666666666666668
Cyprus,Nicosia,5,9,1995,16.444444444444443
Cyprus,Nicosia,5,10,1995,18.77777777777778
Cyprus,Nicosia,5,11,1995,17.666666666666668
Cyprus,Nicosia,5,12,1995,23.000000000000004
Cyprus,Nicosia,5,13,1995,25.83333333333333
Cyprus,Nicosia,5,14,1995,25.444444444444443
Cyprus,Nicosia,5,15,1995,26.333333333333336
Cyprus,Nicosia,5,16,1995,18.61111111111111
Cyprus,Nicosia,5,17,1995,20.83333333333333
Cyprus,Nicosia,5,18,1995,19.55555555555556
Cyprus,Nicosia,5,19,1995,21.888888888888893
Cyprus,Nicosia,5,20,1995,-72.77777777777777
Cyprus,Nicosia,5,21,1995,-72.77777777777777
Cyprus,Nicosia,5,22,1995,-72.77777777777777
Cyprus,Nicosia,5,23,1995,30.55555555555556
Cyprus,Nicosia,5,24,1995,30.55555555555556
Cyprus,Nicosia,5,25,1995,-72.77777777777777
Cyprus,Nicosia,5,26,1995,-72.77777777777777
Cyprus,Nicosia,5,27,1995,27.722222222222225
Cyprus,Nicosia,5,28,1995,-72.77777777777777
Cyprus,Nicosia,5,29,1995,27.5
Cyprus,Nicosia,5,30,1995,23.22222222222222
Cyprus,Nicosia,5,31,1995,-72.77777777777777
Cyprus,Nicosia,6,1,1995,-72.77777777777777
Cyprus,Nicosia,6,2,1995,27.83333333333333
Cyprus,Nicosia,6,3,1995,-72.77777777777777
Cyprus,Nicosia,6,4,1995,-72.77777777777777
Cyprus,Nicosia,6,5,1995,24.83333333333333
Cyprus,Nicosia,6,6,1995,26.11111111111111
Cyprus,Nicosia,6,7,1995,24.222222222222214
Cyprus,Nicosia,6,8,1995,23.166666666666668
Cyprus,Nicosia,6,9,1995,24.88888888888889
Cyprus,Nicosia,6,10,1995,-72.77777777777777
Cyprus,Nicosia,6,11,1995,-72.77777777777777
Cyprus,Nicosia,6,12,1995,27.38888888888889
Cyprus,Nicosia,6,13,1995,27.444444444444446
Cyprus,Nicosia,6,14,1995,33.111111111111114
Cyprus,Nicosia,6,15,1995,27.666666666666668
Cyprus,Nicosia,6,16,1995,-72.77777777777777
Cyprus,Nicosia,6,17,1995,-72.77777777777777
Cyprus,Nicosia,6,18,1995,-72.77777777777777
Cyprus,Nicosia,6,19,1995,28.666666666666668
Cyprus,Nicosia,6,20,1995,26.11111111111111
Cyprus,Nicosia,6,21,1995,26.5
Cyprus,Nicosia,6,22,1995,30.72222222222222
Cyprus,Nicosia,6,23,1995,31.0
Cyprus,Nicosia,6,24,1995,-72.77777777777777
Cyprus,Nicosia,6,25,1995,-72.77777777777777
Cyprus,Nicosia,6,26,1995,31.666666666666668
Cyprus,Nicosia,6,27,1995,32.44444444444444
Cyprus,Nicosia,6,28,1995,27.61111111111111
Cyprus,Nicosia,6,29,1995,27.27777777777777
Cyprus,Nicosia,6,30,1995,28.166666666666668
Cyprus,Nicosia,7,1,1995,-72.77777777777777
Cyprus,Nicosia,7,2,1995,-72.77777777777777
Cyprus,Nicosia,7,3,1995,24.77777777777777
Cyprus,Nicosia,7,4,1995,-72.77777777777777
Cyprus,Nicosia,7,5,1995,-72.77777777777777
Cyprus,Nicosia,7,6,1995,-72.77777777777777
Cyprus,Nicosia,7,7,1995,-72.77777777777777
Cyprus,Nicosia,7,8,1995,-72.77777777777777
Cyprus,Nicosia,7,9,1995,-72.77777777777777
Cyprus,Nicosia,7,10,1995,-72.77777777777777
Cyprus,Nicosia,7,11,1995,23.000000000000004
Cyprus,Nicosia,7,12,1995,26.22222222222222
Cyprus,Nicosia,7,13,1995,25.88888888888889
Cyprus,Nicosia,7,14,1995,-72.77777777777777
Cyprus,Nicosia,7,15,1995,-72.77777777777777
Cyprus,Nicosia,7,16,1995,-72.77777777777777
Cyprus,Nicosia,7,17,1995,30.61111111111111
Cyprus,Nicosia,7,18,1995,30.38888888888889
Cyprus,Nicosia,7,19,1995,31.88888888888889
Cyprus,Nicosia,7,20,1995,33.55555555555556
Cyprus,Nicosia,7,21,1995,31.5
Cyprus,Nicosia,7,22,1995,-72.77777777777777
Cyprus,Nicosia,7,23,1995,35.27777777777778
Cyprus,Nicosia,7,24,1995,27.27777777777777
Cyprus,Nicosia,7,25,1995,28.666666666666668
Cyprus,Nicosia,7,26,1995,32.111111111111114
Cyprus,Nicosia,7,27,1995,35.0
Cyprus,Nicosia,7,28,1995,33.22222222222222
Cyprus,Nicosia,7,29,1995,-72.77777777777777
Cyprus,Nicosia,7,30,1995,-72.77777777777777
Cyprus,Nicosia,7,31,1995,30.61111111111111
Cyprus,Nicosia,8,1,1995,29.11111111111111
Cyprus,Nicosia,8,2,1995,30.55555555555556
Cyprus,Nicosia,8,3,1995,27.444444444444446
Cyprus,Nicosia,8,4,1995,28.000000000000004
Cyprus,Nicosia,8,5,1995,-72.77777777777777
Cyprus,Nicosia,8,6,1995,-72.77777777777777
Cyprus,Nicosia,8,7,1995,28.83333333333333
Cyprus,Nicosia,8,8,1995,27.16666666666667
Cyprus,Nicosia,8,9,1995,30.88888888888889
Cyprus,Nicosia,8,10,1995,31.944444444444443
Cyprus,Nicosia,8,11,1995,29.166666666666668
Cyprus,Nicosia,8,12,1995,-72.77777777777777
Cyprus,Nicosia,8,13,1995,-72.77777777777777
Cyprus,Nicosia,8,14,1995,32.72222222222222
Cyprus,Nicosia,8,15,1995,33.5
Cyprus,Nicosia,8,16,1995,26.722222222222214
Cyprus,Nicosia,8,17,1995,27.666666666666668
Cyprus,Nicosia,8,18,1995,26.77777777777778
Cyprus,Nicosia,8,19,1995,-72.77777777777777
Cyprus,Nicosia,8,20,1995,-72.77777777777777
Cyprus,Nicosia,8,21,1995,26.888888888888893
Cyprus,Nicosia,8,22,1995,29.5
Cyprus,Nicosia,8,23,1995,27.5
Cyprus,Nicosia,8,24,1995,27.27777777777777
Cyprus,Nicosia,8,25,1995,28.5
Cyprus,Nicosia,8,26,1995,-72.77777777777777
Cyprus,Nicosia,8,27,1995,-72.77777777777777
Cyprus,Nicosia,8,28,1995,30.77777777777778
Cyprus,Nicosia,8,29,1995,28.88888888888889
Cyprus,Nicosia,8,30,1995,25.72222222222222
Cyprus,Nicosia,8,31,1995,26.11111111111111
Cyprus,Nicosia,9,1,1995,28.666666666666668
Cyprus,Nicosia,9,2,1995,-72.77777777777777
Cyprus,Nicosia,9,3,1995,-72.77777777777777
Cyprus,Nicosia,9,4,1995,26.444444444444443
Cyprus,Nicosia,9,5,1995,25.777777777777786
Cyprus,Nicosia,9,6,1995,28.166666666666668
Cyprus,Nicosia,9,7,1995,27.27777777777777
Cyprus,Nicosia,9,8,1995,25.500000000000004
Cyprus,Nicosia,9,9,1995,-72.77777777777777
Cyprus,Nicosia,9,10,1995,-72.77777777777777
Cyprus,Nicosia,9,11,1995,24.0
Cyprus,Nicosia,9,12,1995,28.77777777777778
Cyprus,Nicosia,9,13,1995,25.666666666666668
Cyprus,Nicosia,9,14,1995,22.77777777777778
Cyprus,Nicosia,9,15,1995,28.5
Cyprus,Nicosia,9,16,1995,-72.77777777777777
Cyprus,Nicosia,9,17,1995,-72.77777777777777
Cyprus,Nicosia,9,18,1995,25.33333333333333
Cyprus,Nicosia,9,19,1995,27.22222222222222
Cyprus,Nicosia,9,20,1995,24.61111111111111
Cyprus,Nicosia,9,21,1995,23.833333333333336
Cyprus,Nicosia,9,22,1995,22.16666666666667
Cyprus,Nicosia,9,23,1995,-72.77777777777777
Cyprus,Nicosia,9,24,1995,-72.77777777777777
Cyprus,Nicosia,9,25,1995,23.55555555555556
Cyprus,Nicosia,9,26,1995,24.0
Cyprus,Nicosia,9,27,1995,29.0
Cyprus,Nicosia,9,28,1995,28.77777777777778
Cyprus,Nicosia,9,29,1995,29.61111111111111
Cyprus,Nicosia,9,30,1995,-72.77777777777777
Cyprus,Nicosia,10,1,1995,-72.77777777777777
Cyprus,Nicosia,10,2,1995,18.5
Cyprus,Nicosia,10,3,1995,20.055555555555557
Cyprus,Nicosia,10,4,1995,18.944444444444443
Cyprus,Nicosia,10,5,1995,22.38888888888889
Cyprus,Nicosia,10,6,1995,23.277777777777786
