Country,City,Month,Day,Year,AvgTemperature
Australia,Canberra,1,1,1995,22.444444444444446
Australia,Canberra,1,2,1995,14.22222222222222
Australia,Canberra,1,3,1995,17.055555555555557
Australia,Canberra,1,4,1995,20.611111111111107
Australia,Canberra,1,5,1995,19.388888888888893
Australia,Canberra,1,6,1995,18.33333333333333
Australia,Canberra,1,7,1995,16.72222222222222
Australia,Canberra,1,8,1995,15.944444444444445
Australia,Canberra,1,9,1995,19.27777777777778
Australia,Canberra,1,10,1995,20.38888888888889
Australia,Canberra,1,11,1995,21.83333333333333
Australia,Canberra,1,12,1995,23.833333333333336
Australia,Canberra,1,13,1995,23.38888888888889
Australia,Canberra,1,14,1995,23.666666666666664
Australia,Canberra,1,15,1995,23.444444444444443
Australia,Canberra,1,16,1995,22.944444444444443
Australia,Canberra,1,17,1995,19.55555555555556
Australia,Canberra,1,18,1995,21.166666666666664
Australia,Canberra,1,19,1995,18.833333333333336
Australia,Canberra,1,20,1995,17.5
Australia,Canberra,1,21,1995,14.944444444444445
Australia,Canberra,1,22,1995,14.666666666666666
Australia,Canberra,1,23,1995,15.166666666666666
Australia,Canberra,1,24,1995,18.88888888888889
Australia,Canberra,1,25,1995,19.05555555555556
Australia,Canberra,1,26,1995,17.555555555555557
Australia,Canberra,1,27,1995,19.222222222222214
Australia,Canberra,1,28,1995,16.833333333333332
Australia,Canberra,1,29,1995,19.88888888888889
Australia,Canberra,1,30,1995,22.11111111111111
Australia,Canberra,1,31,1995,17.5
Australia,Canberra,2,1,1995,15.77777777777778
Australia,Canberra,2,2,1995,21.22222222222222
Australia,Canberra,2,3,1995,21.11111111111111
Australia,Canberra,2,4,1995,18.444444444444443
Australia,Canberra,2,5,1995,21.38888888888889
Australia,Canberra,2,6,1995,15.77777777777778
Australia,Canberra,2,7,1995,17.61111111111111
Australia,Canberra,2,8,1995,19.222222222222214
Australia,Canberra,2,9,1995,19.444444444444443
Australia,Canberra,2,10,1995,17.61111111111111
Australia,Canberra,2,11,1995,19.388888888888893
Australia,Canberra,2,12,1995,19.72222222222222
Australia,Canberra,2,13,1995,19.05555555555556
Australia,Canberra,2,14,1995,19.61111111111111
Australia,Canberra,2,15,1995,19.66666666666667
Australia,Canberra,2,16,1995,19.444444444444443
Australia,Canberra,2,17,1995,17.61111111111111
Australia,Canberra,2,18,1995,19.944444444444446
Australia,Canberra,2,19,1995,17.88888888888889
Australia,Canberra,2,20,1995,15.72222222222222
Australia,Canberra,2,21,1995,17.38888888888889
Australia,Canberra,2,22,1995,19.944444444444446
Australia,Canberra,2,23,1995,18.944444444444443
Australia,Canberra,2,24,1995,20.444444444444443
Australia,Canberra,2,25,1995,21.11111111111111
Australia,Canberra,2,26,1995,22.22222222222222
Australia,Canberra,2,27,1995,23.22222222222222
Australia,Canberra,2,28,1995,16.555555555555557
Australia,Canberra,3,1,1995,15.666666666666666
Australia,Canberra,3,2,1995,16.444444444444443
Australia,Canberra,3,3,1995,15.555555555555555
Australia,Canberra,3,4,1995,15.88888888888889
Australia,Canberra,3,5,1995,20.0
Australia,Canberra,3,6,1995,20.38888888888889
Australia,Canberra,3,7,1995,19.0
Australia,Canberra,3,8,1995,23.38888888888889
Australia,Canberra,3,9,1995,18.55555555555556
Australia,Canberra,3,10,1995,15.61111111111111
Australia,Canberra,3,11,1995,16.555555555555557
Australia,Canberra,3,12,1995,16.11111111111111
Australia,Canberra,3,13,1995,13.666666666666666
Australia,Canberra,3,14,1995,18.33333333333333
Australia,Canberra,3,15,1995,14.38888888888889
Australia,Canberra,3,16,1995,15.055555555555555
Australia,Canberra,3,17,1995,18.61111111111111
Australia,Canberra,3,18,1995,18.38888888888889
Australia,Canberra,3,19,1995,12.888888888888893
Australia,Canberra,3,20,1995,15.27777777777778
Australia,Canberra,3,21,1995,17.88888888888889
Australia,Canberra,3,22,1995,19.33333333333333
Australia,Canberra,3,23,1995,18.38888888888889
Australia,Canberra,3,24,1995,15.77777777777778
Australia,Canberra,3,25,1995,13.777777777777777
Australia,Canberra,3,26,1995,13.722222222222223
Australia,Canberra,3,27,1995,15.88888888888889
Australia,Canberra,3,28,1995,13.88888888888889
Australia,Canberra,3,29,1995,13.166666666666668
Australia,Canberra,3,30,1995,15.555555555555555
Australia,Canberra,3,31,1995,9.38888888888889
Australia,Canberra,4,1,1995,11.11111111111111
Australia,Canberra,4,2,1995,8.666666666666666
Australia,Canberra,4,3,1995,10.444444444444445
Australia,Canberra,4,4,1995,14.38888888888889
Australia,Canberra,4,5,1995,8.666666666666666
Australia,Canberra,4,6,1995,10.77777777777778
Australia,Canberra,4,7,1995,5.833333333333333
Australia,Canberra,4,8,1995,9.444444444444445
Australia,Canberra,4,9,1995,10.27777777777778
Australia,Canberra,4,10,1995,10.22222222222222
Australia,Canberra,4,11,1995,10.444444444444445
Australia,Canberra,4,12,1995,11.500000000000002
Australia,Canberra,4,13,1995,13.722222222222223
Australia,Canberra,4,14,1995,12.72222222222222
Australia,Canberra,4,15,1995,15.22222222222222
Australia,Canberra,4,16,1995,12.72222222222222
Australia,Canberra,4,17,1995,9.333333333333332
Australia,Canberra,4,18,1995,13.0
Australia,Canberra,4,19,1995,11.500000000000002
Australia,Canberra,4,20,1995,11.444444444444445
Australia,Canberra,4,21,1995,10.27777777777778
Australia,Canberra,4,22,1995,9.77777777777778
Australia,Canberra,4,23,1995,13.055555555555555
Australia,Canberra,4,24,1995,10.666666666666668
Australia,Canberra,4,25,1995,9.333333333333332
Australia,Canberra,4,26,1995,12.72222222222222
Australia,Canberra,4,27,1995,12.611111111111112
Australia,Canberra,4,28,1995,10.77777777777778
Australia,Canberra,4,29,1995,13.11111111111111
Australia,Canberra,4,30,1995,15.0
Australia,Canberra,5,1,1995,15.055555555555555
Australia,Canberra,5,2,1995,14.055555555555554
Australia,Canberra,5,3,1995,11.88888888888889
Australia,Canberra,5,4,1995,9.27777777777778
Australia,Canberra,5,5,1995,9.38888888888889
Australia,Canberra,5,6,1995,10.388888888888893
Australia,Canberra,5,7,1995,10.999999999999998
Australia,Canberra,5,8,1995,11.333333333333334
Australia,Canberra,5,9,1995,12.333333333333336
Australia,Canberra,5,10,1995,12.333333333333336
Australia,Canberra,5,11,1995,14.833333333333334
Australia,Canberra,5,12,1995,16.944444444444443
Australia,Canberra,5,13,1995,13.333333333333334
Australia,Canberra,5,14,1995,11.166666666666666
Australia,Canberra,5,15,1995,8.11111111111111
Australia,Canberra,5,16,1995,12.0
Australia,Canberra,5,17,1995,11.444444444444445
Australia,Canberra,5,18,1995,10.444444444444445
Australia,Canberra,5,19,1995,10.055555555555555
Australia,Canberra,5,20,1995,10.333333333333334
Australia,Canberra,5,21,1995,10.666666666666668
Australia,Canberra,5,22,1995,8.61111111111111
Australia,Canberra,5,23,1995,10.22222222222222
Australia,Canberra,5,24,1995,12.833333333333334
Australia,Canberra,5,25,1995,10.333333333333334
Australia,Canberra,5,26,1995,8.277777777777779
Australia,Canberra,5,27,1995,6.833333333333332
Australia,Canberra,5,28,1995,8.055555555555555
Australia,Canberra,5,29,1995,7.222222222222222
Australia,Canberra,5,30,1995,7.833333333333333
Australia,Canberra,5,31,1995,10.055555555555555
Australia,Canberra,6,1,1995,8.38888888888889
Australia,Canberra,6,2,1995,7.555555555555555
Australia,Canberra,6,3,1995,7.611111111111112
Australia,Canberra,6,4,1995,6.555555555555554
Australia,Canberra,6,5,1995,6.277777777777776
Australia,Canberra,6,6,1995,9.833333333333336
Australia,Canberra,6,7,1995,11.944444444444445
Australia,Canberra,6,8,1995,16.833333333333332
Australia,Canberra,6,9,1995,15.444444444444445
Australia,Canberra,6,10,1995,9.166666666666666
Australia,Canberra,6,11,1995,9.555555555555555
Australia,Canberra,6,12,1995,6.944444444444445
Australia,Canberra,6,13,1995,6.611111111111111
Australia,Canberra,6,14,1995,5.999999999999998
Australia,Canberra,6,15,1995,7.000000000000001
Australia,Canberra,6,16,1995,5.555555555555555
Australia,Canberra,6,17,1995,3.1666666666666683
